Run!	Lari!
Their offer to buy the house was rejected.	Tawaran mereka untuk membeli rumah itu ditolak.
There are too many people in that rowboat.	Perahu dayung itu sudah terlalu banyak orang.
These butterflies are rare in our country.	Kupu-kupu ini langka di negara kami.
They satisfied their thirst at the spring.	Mereka melepaskan dahaga mereka di sumber mata air itu.
This molecule has a crystalline structure.	Molekul ini berstruktur kristal.
To make matter worse, the traffic was bad.	Membuat hal semakin buruk, lalu lintasnya buruk.
Tom and I used to work together in Boston.	Tom dan aku dulu bekerja bersama di Boston.
Tom could see Mary was about ready to cry.	Tom melihat Mary ingin menangis.
Tom doesn't know when Mary will come back.	Tom tidak tahu kapan Mary akan kembali.
Tom fell down the stairs and hit his head.	Tom jatuh dari tangga dan kepalanya terbentur.
Tom has been in trouble many times before.	Tom sudah seringkali mendapat masalah sebelumnya.
Tom is alone in the dining room with Mary.	Tom berada seorang diri di ruang dapur bersama Mary.
Tom is going to wait until Mary gets here.	Tom akan menunggu hingga Mary tiba.
Tom makes a lot more money than Mary does.	Tom menghasilkan lebih banyak uang ketimbang Mary.
Tom massages his temples with his fingers.	Tom memijat pelipisnya dengan jarinya.
Tom picked up a rock and threw it at Mary.	Tom mengambil batu dan melemparkannya pada Mary.
Tom promised me he wouldn't do that again.	Tom berjanji padaku bahwa dia tidak akan melakukan hal itu lagi.
Tom received a fax from Mary this morning.	Tom menerima sebuah faks dari Mary pagi ini.
Tom retired from the army three years ago.	Tom pensiun dari dinas tentara tiga tahun yang lalu.
Tom used to come to visit us every summer.	Tom biasanya datang mengunjungi kami setiap musim panas.
Tom would never forgive us if we did that.	Tom tidak akan pernah memaafkan kita jika kita melakukan itu.
Tom's mouth was taped shut with duct tape.	Mulut Tom diplester dengan lakban.
We were directly in the path of the storm.	Kami berada tepat di jalur badai.
What kind of food do you want me to bring?	Jenis makanan apa yang harus ku bawa?
What will we be doing this time next week?	Apa yang akan kita lakukan minggu depan di waktu seperti ini?
What will we be doing this time next week?	Minggu depan di waktu seperti ini, kita ngapain?
What you're doing is just a waste of time.	Apa yang kau lakukan itu hanya membuang-buang waktu.
When life gives you lemons, make lemonade.	Berakit-rakit ke hulu, berenang-renang ke tepian; bersakit-sakit dahulu, bersenang-senang kemudian.
When life gives you lemons, make lemonade.	Saat kehidupan memberikanmu lemon, buatlah limun.
Why would you want talk to Tom about that?	Kenapa kau ingin membicarakan hal itu dengan Tom?
You can make an educated guess, can't you?	Kamu bisa menebak dengan baik, kan?
You could go bowling with Tom if you want.	Kau bisa pergi bermain boling dengan Tom kalau kau mau.
You must be careful not to make him angry.	Kamu harus hati-hati jangan membuatnya marah.
You must not make noises in the classroom.	Di dalam kelas tidak boleh berisik.
"Pass me the salt, please." "Here you are."	"Tolong ambilkan garam." "Ini, silahkan"
Are you sure you don't want to sleep on it?	Apa kamu yakin tidak mau tidur di atasnya?
Didn't you notice us going out of the room?	Kamu tidak menyadari kami keluar dari kamar?
Do you know the man standing on the bridge?	Apakah Anda kenal dengan orang yang berdiri di atas jembatan itu?
Do you know the real reason Tom isn't here?	Apa kamu tahu alasan sebenarnya mengapa Tom tidak berada di sini?
Englishmen are, on the whole, conservative.	Orang Inggris pada umumnya konservatif.
Every part of the island has been explored.	Setiap jengkal pulau telah dijelajahi.
Generally speaking, history repeats itself.	Pada umumnya, sejarah akan terulang kembali.
He caught hold of a rope and saved himself.	Dia meraih talinya dan menyelamatkan diri.
He dates the custom from the colonial days.	Dia memperkirakan bahwa adat kebiasaan itu telah dimulai sejak jaman kolonial.
He finished his work without sleep or rest.	Dia menyelesaikan pekerjaannya tanpa tidur maupun istirahat.
He has made little progress in his English.	Dia mengalami sedikit kemajuan dalam Bahasa Inggris.
He is reputed the best lawyer in this city.	Dia bereputasi sebagai pengacara terbaik di kota ini.
Her hair grew back to it's original length.	Rambutnya kembali panjang seperti sediakala.
How did you know Tom was going to be fired?	Bagaimana kamu tahu kalau Tom akan dipecat?
How long have you been waiting for the bus?	Sudah berapa lama menunggu bus?
I am ashamed about what happened yesterday.	Saya malu dengan kejadian kemarin.
I can pay no more than $50 a week for rent.	Aku tidak bisa membayar lebih dari $50 seminggu untuk sewa.
I had to finish the job by the stated date.	Aku harus menyelesaikan pekerjaan itu pada tanggal yang ditentukan.
I have been abroad several times this year.	Saya sudah beberapa kali keluar negeri tahun ini.
I have something that I want to say to you.	Ada hal yang ingin aku katakan padamu.
I have to make the best of that small room.	Aku harus memanfaatkan ruang yang kecil itu sebaik-baiknya.
I have to withdraw some cash from the bank.	Saya perlu mengambil uang di bank.
I just want to know what actually happened.	Aku hanya ingin mengetahui apa yang sebenarnya terjadi.
I just wanted to check to see if you're OK.	Aku cuma ingin melihat apa kamu baik-baik saja.
I met my teacher on the way to the station.	Saya bertemu dengan guru saya dalam perjalanan ke stasiun.
I need Tom to do a couple of things for me.	Aku perlu Tom melakukan beberapa hal untukku.
I never dreamed that I would meet you here.	Tak pernah kubermimpi akan bertemu denganmu di sini.
I saw you driving by my house this morning.	Aku melihatmu berkendara melewati rumahku pagi ini.
I thought for sure you'd left town already.	Saya yakin kamu sudah meninggalkan kota.
I want everyone to hear what I have to say.	Aku ingin semuanya mendengarkan apa yang aku katakan.
Is this computer connected to the Internet?	Apa komputer ini terhubung pada internet?
It is getting colder and colder day by day.	Makin hari makin dingin.
It takes 10 minutes to walk to the station.	Memerlukan waktu 10 menit untuk bisa sampai ke stasiun dengan berjalan kaki.
It was Tom that broke the window yesterday.	Yang memecahkan kaca kemarin adalah Tom.
Let me congratulate you on your engagement.	Selamat atas pertunangan Anda.
Let's see if we can do it without any help.	Mari kita lihat apakah kita bisa melakukannya tanpa bantuan apapun atau tidak.
Mary declined an invitation to the concert.	Mary menolak undangan ke konser.
My brother is holding a camera in his hand.	Kakakku memegang sebuah kamera di tangannya.
My fingers are so cold they have gone numb.	Jari-jariku terasa sangat dingin sampai-sampai mati rasa.
My mother and father aren't home right now.	Ibu dan ayah saya tidak di rumah sekarang.
My mother wants me to study in Switzerland.	Ibu ingin aku kuliah di Swiss.
Nearly 80 percent of the land is mountains.	Hampir 80 persen daerah ini adalah pegunungan.
Please turn right at the next intersection.	Tolong belok kanan di persimpangan berikutnya.
Recent advances in medicine are remarkable.	Beberapa kemajuan dalam ilmu kedokteran belakangan ini sangat menakjubkan.
Sapporo is the fifth largest city in Japan.	Sapporo merupakan kota terbesar kelima di Jepang.
She has the bad habit of always being late.	Dia punya kebiasaan buruk selalu datang terlambat.
She seems to have left for Tokyo yesterday.	Tampaknya dia telah meninggalkan Tokyo kemarin.
She speaks English and also speaks Swahili.	Dia bisa berbahasa Inggris dan juga Swahili.
Someone broke into my apartment last night.	Seseorang mendobrak masuk apartemenku semalam.
That's why he did not go overseas to study.	Karena itulah dia tidak pergi belajar ke luar negeri.
The bridge had been built before that time.	Jembatannya telah dibangun sebelum waktu itu.
The king imposed heavy taxes on his people.	Raja itu mengenakan pajak yang tinggi pada rakyatnya.
There are more women than men in the world.	Ada lebih banyak perempuan daripada laki-laki di dunia.
There is nothing like summer and ice cream.	Tidak ada yang lebih baik dari musim panas dan es krim.
This is too hard a problem for me to solve.	Permasalahan ini terlalu sulit bagi saya untuk menyelesaikannya.
Tom and Mary have recently moved to Boston.	Tom dan Mary pindah ke Boston baru-baru ini.
Tom burned his fingers on a hot frying pan.	Jari Tom terbakar setelah tidak sengaja menyentuh wajan penggorengan yang panas.
Tom could tell that Mary was pretty scared.	Tom dapat mengatakan bahwa Mary cukup ketakutan.
Tom didn't know what Mary thought about it.	Tom tidak tahu apa yang Mary pikirkan tentang hal itu.
Tom doesn't get invited to parties anymore.	Tom tidak lagi diundang ke pesta.
Tom doesn't seem to be having any problems.	Tom tidak terlihat memiliki masalah.
Tom doesn't think this is such a good idea.	Tom merasa ini bukan ide yang baik.
Tom has never lived anywhere except Boston.	Tom tidak pernah tinggal di tempat lain selain Boston.
Tom hasn't had a fight with anybody lately.	Tom tidak berkelahi dengan siapa pun akhir-akhir ini.
Tom loved Mary, who didn't love him at all.	Tom mencintai Mary yang tidak mencintainya sama sekali.
Tom made good use of the money we lent him.	Tom menggunakan uang pinjaman kita dengan baik.
Tom never told anybody about what happened.	Tom tidak pernah memberitahu siapapun tentang apa yang terjadi.
Tom never would've dated someone like Mary.	Tom tidak akan pernah berkencan dengan seseorang seperti Mary.
Tom picked the diamond up and looked at it.	Tom mengambil intan dan mengamatinya.
Tom read Mary's letter over and over again.	Tom membaca surat Mary berulang kali.
Tom turned off the light and went to sleep.	Tom mematikan lampu dan pergi tidur.
Tom was standing at the foot of the stairs.	Tom berdiri di atas anak tangga.
We are going to cycle to the lake tomorrow.	Kami akan bersepeda ke danau besok.
We can't have a press conference on Friday.	Kita tidak dapat mengadakan konferensi pers pada hari Jumat.
What do you call this vegetable in English?	Apa bahasa Inggrisnya sayuran ini?
Which do you like better, summer or winter?	Mana yang lebih kamu suka: musim panas atau musim dingin?
Which do you like better, summer or winter?	Kamu lebih suka musim panas atau musim dingin?
You should trust me when I tell you things.	Kau harus percaya padaku saat aku memberitahumu sesuatu.
You will feel better after a night's sleep.	Kamu akan merasa lebih baik setelah tidur malam.
"How old is she?" "She is twelve years old."	"Berapa umurnya?" "Dia dua belas tahun."
A number of people die in traffic accidents.	Sejumlah orang meninggal dalam kecelakaan lalu-lintas.
Do it your own way if you don't like my way.	Lakukan caramu sendiri kalau kamu tidak menyukai caraku.
Do you know anything about fixing computers?	Kamu tahu sesuatu tentang memperbaiki komputer?
Even the strongest man can't stop a typhoon.	Bahkan orang terkuat pun tidak bisa menghentikan angin topan.
From now on, let's eat lunch in the kitchen.	Mulai sekarang, mari kita makan siang di dapur.
He was relieved of his heavy responsibility.	Dia telah terbebas dari tanggung jawabnya yang berat.
I am in no position to do anything about it.	Saya tidak punya kapasitas untuk mengatasi hal ini.
I don't think I'll be able to pass the test.	Sepertinya saya tidak akan bisa lulus tes.
I don't want to work under these conditions.	Aku tidak ingin bekerja dalam kondisi ini.
I forgot Tom knew how to play the accordion.	Aku lupa kalau Tom tahu cara memainkan akordion.
I have to think about what needs to be done.	Saya harus berpikir tentang apa yang harus diselesaikan.
I just can't stand this hot weather anymore.	Aku sudah tidak tahan lagi dengan cuaca panas ini.
I suggest we stay home and watch television.	Sebaiknya kita di rumah dan menonton televisi.
I think I mistakenly sent that email to Tom.	Saya rasa saya telah salah mengirim surel itu ke Tom.
I think this is beside the point, right now.	Aku pikir ini tidak ada hubungannya, untuk saat ini.
I will give you a bicycle for your birthday.	Aku akan berikan kamu sepeda di hari ulang tahunmu.
I'd like to put something in the hotel safe.	Aku mau menyimpan sesuatu di brankas hotel.
I'd like to show this picture of Tom to you.	Aku ingin menunjukkan foto Tom ini kepadamu.
I'm colorblind. I can't tell red from green.	Saya buta warna, Saya tidak dapat membedakan merah dan hijau.
It seems a waste of time to wait any longer.	Sepertinya akan membuang-buang waktu jika kita menunggu lebih lama lagi.
Keep all medicines out of reach of children.	Jauhkan obat-obatan dari jangkauan anak-anak.
Kyoto is famous for its shrines and temples.	Kyoto terkenal dengan kuil dan viharanya.
Let's do this again. It's been a lot of fun.	Mari kita melakukannya lagi. Ini sangat menyenangkan.
Mary is a girl who is pleasant to talk with.	Mary adalah gadis yang enak diajak bicara.
Please write down your contact address here.	Tolong tulis alamat dan nomor kontak Anda di sini.
She couldn't convince him to ask for a loan.	Dia tidak dapat membujuknya untuk memberinya pinjaman.
She left for Paris at the end of last month.	Dia meninggalkan Paris akhir bulan yang lalu.
She was chosen from ten thousand applicants.	Dia terpilih dari sepuluh ribu pendaftar lainnya.
The beach was closed due to shark sightings.	Pantainya tutup dikarenakan penampakan hiu.
The bus was late because of the traffic jam.	Busnya terlambat karena lalu lintas yang macet.
The bus was late because of the traffic jam.	Busnya terlambat karena kemacetan lalu lintas.
The doctor persuaded him to give up smoking.	Doktor membujuknya untuk berhenti merokok.
The government has been reforming education.	Pemerintah terus memperbarui sistem pendidikan.
The island is about two miles off the coast.	Pulau itu terletak dua mil dari pantai.
The police promised to look into the matter.	Pihak kepolisian berjanji untuk menyelidiki kasus itu.
The population of the city is about 100,000.	Populasi kota ini adalah sekitar 100,000 jiwa.
The road which leads to the hotel is narrow.	Jalan yang menuju arah hotel itu sempit.
The station is a ten minute drive from here.	Stasiunnya berjarak 10 menit dari sini dengan kendaraan.
The thief forced her to hand over the money.	Perampok itu memaksanya untuk menyerahkan uangnya.
The trouble is that I have no money with me.	Masalahnya saya tidak punya uang.
The two boys look more alike than I thought.	Kedua anak laki-laki itu ternyata lebih mirip daripada yang aku pikirkan.
Tom barely avoided crashing into Mary's car.	Tom nyaris menabrak mobil Mary.
Tom doesn't know anything about Mary's plan.	Tom tidak mengetahui apapun tentang rencana Mary.
Tom doesn't play golf as much as he used to.	Tom tidak lagi sering bermain golf seperti dulu.
Tom is still being questioned by the police.	Saat ini Tom masih dimintai kesaksian oleh polisi.
Tom isn't as good a golfer as he says he is.	Tom bukan pemain golf yang baik, sebaik yang ia katakan.
Tom just stood there watching everybody eat.	Tom berdiri di sana sambil melihat semua orang makan.
Tom promised not to go out after dark alone.	Tom berjanji untuk tidak pergi keluar tengah malam sendirian.
Tom said he didn't know why Mary was absent.	Tom bilang dia tidak tahu kenapa Mary absen.
Tom wants to know when we're going to leave.	Tom ingin tahu kapan kita akan berangkat.
Tom was badly injured in a traffic accident.	Tom terluka parah saat kecelakaan lalu-lintas.
Tom works for a large financial institution.	Tom bekerja untuk sebuah lembaga keuangan yang besar.
Tom's eyes are red, and he looks very tired.	Mata Tom merah, dan ia terlihat sangat lelah.
Tom's situation is getting more complicated.	Situasi Tom menjadi semakin sulit.
Traffic lights are used to regulate traffic.	Lampu lalu-lintas digunakan untuk mengatur lalu lintas.
We collect stamps from all around the world.	Kami mengumpulkan perangko dari seluruh dunia.
We have more music coming up, so stay tuned.	Masih ada banyak musik yang akan kami putar, jadi jangan ke mana-mana.
We were late as a result of the traffic jam.	Kami terlambat akibat dari kemacetan lalu lintas.
What is the most romantic city in the world?	Kota apa yang paling romantis di dunia?
What time will the train arrive in Yokohama?	Pada jam berapa kereta akan sampai di Yokohama?
What's your favorite non-alcoholic beverage?	Apa minuman tidak beralkohol kesukaanmu?
Whatever he may say, I won't change my mind.	Apapun yang dia bilang, aku tidak akan berubah pikiran.
Whatever you may say, you won't be believed.	Apapun yang kau katakan tidak akan dipercaya.
Who was it that bought this skirt yesterday?	Siapa yang membeli rok ini kemarin?
Why did you let Tom go to Boston by himself?	Kenapa kamu membiarkan Tom pergi ke Boston sendirian?
Would you please help me carry my suitcases?	Bisakah Anda membantu saya membawa koper-koper ini?
You know many interesting places, don't you?	Anda mengetahui banyak lokasi yang menarik ya?
You made the mistake on purpose, didn't you?	Kamu membuat kesalahan dengan sengaja, kan?
You may not remember me, but I remember you.	Kau mungkin tidak mengingatku, tapi aku mengingatmu.
You're the only one I can count on for help.	Kamu satu-satunya yang bisa aku andalkan untuk membantuku.
Zoology deals with the study of animal life.	Zoologi adalah ilmu yang mempelajari tentang hewan.
A man whose wife is dead is called a widower.	Pria yang istrinya telah meninggal dunia disebut seorang duda.
A photographer took a photograph of my house.	Seorang fotografer mengambil gambar rumahku.
At last, I graduated from junior high school.	Akhirnya saya lulus SMP.
Both my mom and my dad aren't home right now.	Ibu dan ayah saya tidak di rumah sekarang.
Broken glass lay scattered all over the road.	Pecahan kaca berserakan di sepanjang jalan.
Children were running to and fro in the park.	Anak-anak berlari ke sana kemari di taman.
Do you really think that was what Tom wanted?	Apa kamu benar-benar berpikir kalau itu adalah apa yang Tom inginkan?
Do you want me to wait until you come for me?	Apa kau ingin aku menunggu sampai kau datang?
Drivers should be aware of the traffic rules.	Pengemudi harus mematuhi(perduli) peraturan lalu-lintas
During the night, everything looks different.	Pada malam hari, semuanya terlihat berbeda.
Even though it is raining, he will play golf.	Meskipun sedang turun hujan, dia akan tetap bermain golf.
Go straight ahead until you reach the church.	Terus jalan lurus hingga tiba di gereja tersebut.
Have you ever seen a spider spinning its web?	Apa kamu pernah melihat laba-laba membuat sarangnya?
He gathered the courage to decline the offer.	Dia mengumpulkan keberanian untuk menolak tawaran itu.
He's always looking at you. He must love you.	Dia selalu melihatmu. Dia pasti jatuh cinta kepadamu.
He's the manager of the marketing department.	Dia manajer dari departemen pemasaran.
I am hungry because I did not have breakfast.	Saya lapar karena saya tidak sarapan.
I arrived at Narita the day before yesterday.	Aku sampai di Narita kemarin lusa.
I don't have a choice. I have to do this now.	Aku tidak punya pilihan. Aku harus melakukan ini.
I don't think Tom will be at school tomorrow.	Aku tidak berpikir kalau Tom akan ada di sekolah besok.
I don't think you realize what you're saying.	Aku tidak yakin kalau kau sadar akan apa yang kau katakan.
I gave Tom a direct order, but he ignored it.	Aku memberi Tom perintah langsung, tapi dia tidak mengacuhkannya.
I know that things haven't been easy for you.	Saya mengerti bahwa hal itu tidak mudah bagi anda.
I met him by chance at the airport yesterday.	Kemarin saya tidak sengaja bertemu dengannya di bandara.
I need to know why you didn't come yesterday.	Aku perlu tahu mengapa kamu tidak datang kemarin.
I understand the museum is closed on Mondays.	Setahu aku, museum itu tutup setiap hari Senin.
I wonder if I should really become a teacher.	Aku penasaran apakah aku benar-benar harus menjadi seorang guru.
I'll do my best not to disturb your studying.	Kulakukan yang terbaik agar tidak mengganggumu belajar.
I'm already accustomed to the heat of summer.	Aku sudah terbiasa dengan panasnya musim panas.
I'm ashamed to ask you such a silly question.	Saya malu menanyakan pertanyaan bodoh seperti itu.
I'm going to make a cake for Mary's birthday.	Aku akan membuat kue untuk ulang tahun Marry.
If we're going to do this, let's do it right.	Jika kita mau melakukannya, mari kita lakukan dengan benar.
In that respect, I agree with you completely.	Dalam hal itu, saya sepenuhnya setuju dengan Anda.
It looks like there's an elevator over there.	Sepertinya ada lift di sekitar sana.
Let's do it at our own pace without hurrying.	Mari kita melakukannya dengan tidak tergesa-gesa dan sesuaikan dengan kemampuan kita.
Never did I dream that I would meet you here.	Tak pernah kubermimpi akan bertemu denganmu di sini.
People who drive cars should wear seat belts.	Orang yang mengemudikan mobil harus mengenakan sabuk pengaman.
Please fill out the Customs Declaration Form.	Silakan isi Pemberitahuan Pabean.
Seven is sometimes considered a lucky number.	Angka tujuh terkadang dianggap sebagai angka keberuntungan.
She went to the train station to see him off.	Dia pergi ke stasiun kereta untuk mengiringi keberangkatannya.
Take your umbrella with you in case it rains.	Bawalah payung untuk berjaga-jaga kalau hujan.
Tell me if there's anything I can do to help.	Beritahu aku kalau ada yang bisa kubantu.
The house is being painted by a professional.	Rumah itu dicat oleh seorang profesional.
The kitten was drinking milk under the table.	Anak kucing itu tadi sedang minum susu di bawah meja.
The kitten was drinking milk under the table.	Anak kucing minum susu di bawah meja.
The middle aged man was charged with assault.	Pria paruh baya itu digugat atas tuduhan penyerangan.
The president was visiting France that month.	Presiden mengunjungi Prancis bulan itu.
These questions can be answered quite simply.	Pertanyaan-pertanyaan ini bisa dijawab dengan cukup mudah.
This happened prior to receiving your letter.	Kejadian ini terjadi sebelum aku menerima suratmu.
This is the same wallet as I lost a week ago.	Ini dompet saya yang hilang minggu lalu.
This is the third longest river in the world.	Ini adalah sungai terpanjang ketiga di dunia.
This novel was written by an American writer.	Novel ini ditulis oleh penulis asal Amerika.
Tom broke Mary's expensive Chinese Ming vase.	Tom memecahkan vas ming dari cina milik Mary yang mahal
Tom has lived in Boston for most of his life.	Tom sebagian besar hidupnya tinggal di Boston
Tom is always telling Mary that he loves her.	Tom selalu meyakinkan Mary bahwa dia benar-benar mencintainya
Tom is the only one who didn't pass the test.	Tom adalah satu-satunya orang yang tidak lulus ujian.
Tom married a girl much younger than himself.	Tom menikahi perempuan yang lebih mudah dari dirinya.
Tom probably already knows that Mary is here.	Tom kemungkinan sudah tahu kalau Mary di sini.
Tom told me he thought I was wasting my time.	Tom bilang padaku kalau dirinya berpikir aku membuang-buang waktu.
Tom wanted save up enough money to buy a car.	Tom ingin menyisihkan uangnya hingga cukup untuk membeli sebuah mobil.
Tom was arrested on drug-trafficking charges.	Tom ditahan atas tuduhan perdagangan narkoba.
Tom was late for class, as is often the case.	Seperti biasa, Tom terlambat datang ke kelas.
Tom was surprised that Mary had a motorcycle.	Tom terkejut mengetahui Mary memiliki sepeda motor.
Tom wondered if Mary could understand French.	Tom ingin tahu apakah Mary bisa memahami bahasa Prancis.
Tom's Japanese is improving little by little.	Kemampuan bahasa Jepang Tom meningkat sedikit demi sedikit.
Tom's gym teacher is Mary's basketball coach.	Guru senam Tom adalah pelatih basket Mary.
Turn off the television. I can't concentrate.	Matikan televisinya. Aku tidak bisa berkonsentrasi.
Two hundred people died of cholera last year.	Dua ratus orang meninggal karena kolera tahun lalu.
What on earth spurred them to such an action?	Sebenarnya apa yang mendorong mereka untuk melakukan tindakan seperti itu?
You forgot to warn us not to drink the water.	Kau lupa memperingatkan kami untuk tidak meminum airnya.
You had better not speak loudly in this room.	Lebih baik kamu jangan bicara keras-keras di ruangan ini.
You must return the book by the end of April.	Kamu harus mengembalikan bukunya sebelum akhir April.
British people are used to standing in queues.	Orang Inggris terbiasa untuk berdiri untuk mengantri.
Croatia is in the southeastern part of Europe.	Kroasia berada di bagian tenggara Eropa.
Do you think that really matters to any of us?	Apa kau pikir itu penting bagi kami?
He can speak not only English but also German.	Pria itu bukan hanya bisa berbahasa Inggris tapi juga Bahasa Jerman.
He is the manager of the marketing department.	Dia adalah manajer dari departemen pemasaran.
How many flights to Boston do you offer a day?	Berapa banyak penerbangan ke Boston yang ditawarkan dalam sehari?
I can talk about anything with my best friend.	Aku bisa bercerita tentang banyak hal dengan sahabatku.
I cannot thank you enough for your assistance.	Sungguh terima kasih atas bantuannya.
I caught sight of him escaping from that shop.	Aku melihatnya melarikan diri dari toko itu.
I don't know for certain when he'll come back.	Saya tidak tahu pasti kapan dia akan kembali.
I had to make a list of things I needed to do.	Aku harus membuat daftar tentang hal apa saja yang perlu aku lakukan.
I had to walk there because my car broke down.	Aku harus berjalan ke sana karena mobilku mogok.
I just assumed that Mary was Tom's girlfriend.	Saya beranggapan bahwa Mary adalah pacarnya Tom
I often spend my free time listening to music.	Saya sering menghabiskan waktu luang dengan mendengarkan musik.
I should probably just toss this in the trash.	Mungkin lebih baik aku buang saja ini ke tempat sampah.
I spend too much time in front of my computer.	Aku terlalu banyak menghabiskan waktu di depan komputerku.
I thought you might be able to give me a hand.	Aku berpikir kalau mungkin kau bisa membantuku.
I want to find out if Tom was at school today.	Aku mau mencari tahu apakah Tom ada di sekolah hari ini.
I've been in that line of work for five years.	Aku sudah melakukan pekerjaan itu selama lima tahun.
If Tom was angry before, he'll be furious now.	Jika sebelumnya Tom marah, dia akan menjadi sangat marah sekarang ini.
Instead of going to school, he stayed at home.	Bukannya sekolah, dia malah di rumah.
Knowing is nothing, imagination is everything.	Pengetahuan itu bukan apa-apa, tetapi imaginasi adalah segalanya.
Odd, isn't it? We should have already arrived.	Aneh bukan? Kita seharusnya telah tiba.
Our neighbors were forced to sell their house.	Tetangga kita dipaksa untuk menjual rumahnya.
President Reagan's tax program has not worked.	Program pajak Presiden Reagan tidak berfungsi.
She asked me for an unreasonable sum of money.	Dia meminta uang kepadaku dalam jumlah yang tidak masuk akal.
She will be seventeen years old next February.	Usianya akan menjadi tujuh belas tahun pada bulan Februari berikutnya.
Thanks to a cold summer, beer has sold poorly.	Akibat musim panas yang dingin, bir menjadi tidak begitu laku.
The accident happened on Sunday at about 3:00.	Kecelakaan itu terjadi pada hari Minggu sekitar pukul 3.
The holiday traffic crawled along the highway.	Pada hari libur lalu-lintas merayap sepanjang jalan raya.
The island is six times the size of Manhattan.	Pulau itu besarnya enam kali luas Manhattan.
The more I think about it, the less I like it.	Semakin aku memikirkannya, semakin aku tidak menyukainya.
The population explosion is a serious problem.	Ledakan populasi adalah masalah yang serius.
The teacher put a short comment on each paper.	Guru menuliskan pendapat pendek pada masing-masing kertas tugas.
There were few students left in the classroom.	Ada sedikit siswa yang tersisa di kelas.
They had not fought for more than forty years.	Mereka sudah tidak bertarung selama lebih dari 40 tahun.
This room is capable of holding fifty persons.	Ruangan ini bisa menampung lima puluh orang.
Thomas Edison invented the electric lightbulb.	Thomas Edison menciptakan bola lampu listrik.
Tom accepts that what Mary said was the truth.	Tom menerima bahwa apa yang dikatakan Mary adalah kenyataan.
Tom asked Mary if she wanted to go for a walk.	Tom bertanya pada Mary apa ia ingin jalan-jalan.
Tom eats everything that his mother gives him.	Tom memakan semua yang ibunya berikan padanya.
Tom had a little trouble finding Mary's house.	Tom sedikit kesulitan untuk menemukan rumah Mary.
Tom has a friend whose father is an astronaut.	Tom punya teman yang ayahnya seorang astronot.
Tom has been with our company for three years.	Tom telah bekerja di perusahaan kami selama tiga tahun.
Tom is too old to be doing this kind of thing.	Tom terlalu tua untuk melakukan hal semacam ini.
Tom probably doesn't know Mary's phone number.	Tom kemungkinan tidak tahu nomor telepon Mary.
Tom wanted to spend some time alone with Mary.	Tom ingin menghabiskan sedikit waktu berdua dengan Mary.
We've been asking the wrong kind of questions.	Kita telah menanyakan jenis pertanyaan yang salah.
What is the highest mountain in North America?	Apa gunung tertinggi di Amerika Utara?
What method do you use to organize your files?	Metode apa yang Anda gunakan untuk mengatur berkas-berkas Anda?
What were you doing at that particular moment?	Apa yang sedang kau lakukan pada saat itu?
Where did you get those strange-looking shoes?	Dari mana kamu mendapatkan sepatu aneh itu?
Why don't the three of us have lunch together?	Bagaimana kalau kita bertiga pergi makan siang bersama?
Why don't you just find another place to live?	Kenapa kamu tidak mencari tempat lain untuk tinggal?
Would it be OK if I discussed it with my wife?	Bolehkah kalau saya diskusikan dengan istri saya?
You are always complaining about your husband.	Kamu selalu mengeluhkan suamimu.
You have to do it, whether you like it or not.	Kamu harus melakukannya, suka tidak suka.
You know Tom is a friend of Mary's, don't you?	Kamu tahu kalau Tom itu temannya Mary, kan?
A tsunami is coming, so please be on the alert.	Tsunami sedang menerjang, jadi mohon berhati-hati.
All the apples that fall are eaten by the pigs.	Semua apel yang jatuh dimakan oleh babi.
Almost all Japanese boys like to play baseball.	Hampir semua anak laki-laki Jepang suka bermain bisbol.
Cars made in Japan are used all over the world.	Mobil produksi Jepang digunakan di seluruh dunia.
Could I ask you to wait until tomorrow morning?	Bisakah saya meminta Anda untuk menunggu hingga besok pagi?
Did you go anywhere during the summer vacation?	Apakah kalian jalan-jalan selama liburan musim panas?
Do you have any idea why Tom doesn't like Mary?	Apa kau tahu kenapa Tom tidak suka dengan Mary?
Frayed electrical cables can be very dangerous.	Kabel listrik yang lecek bisa sangat berbahaya.
He said that he gets up at 6 o'clock every day.	Dia mengatakan bahwa dia bangun pada jam 6 setiap hari.
He said the words came straight from his heart.	Dia bilang perkataan itu keluar langsung dari hatinya.
He told me that he would visit Nara next month.	Dia memberitahuku bahwa dia akan mengunjungi Nara bulan depan.
Heat and light are necessary for our existence.	Panas dan terang dibutuhkan untuk eksistensi kita.
How many times have you played tennis with Tom?	Sudah berapa kali kamu bermain tenis bersama Tom?
Human remains were found during the excavation.	Beberapa peninggalan manusia ditemukan sewaktu penggalian.
I can't believe you're talking to me like this.	Aku tidak percaya kau berbicara padaku seperti ini.
I don't like my brother climbing the mountains.	Aku tidak suka kalau adikku mendaki gunung.
I got a letter from a friend of mine in London.	Aku dapat surat dari temanku di London.
I guess the laundry isn't getting done tonight.	Sepertinya, cuciannya tak akan selesai malam ini
I hadn't bargained on such a heavy traffic jam.	Aku tidak bisa tawar menawar dengan kemacetan yang parah seperti ini.
I think one of us ought to attend that meeting.	Aku pikir salah satu dari kita harus menghadiri rapat itu.
I want to have a talk with him about my future.	Aku ingin berbicara dengannya tentang masa depanku.
